survey_id,survey_submitted_at,trip_start_date,trip_finish_date,length_of_stay,hotel_name,hotel_category_number,hotel_code,hotel_trip_other_name,hotel_trip_other_name_2,hotel_trip_other_name_3,hotel_any_other,hotel_ritz_carlton,hotel_super_eight,hotel_embassy_suites,hotel_days_inn,hotel_hampton_inn,hotel_quality_inn,hotel_marriott,hotel_holiday_inn,hotel_omni,hotel_hilton,hotel_millenium,hotel_radisson,hotel_hyatt,hotel_fairfield_inn,hotel_ramada_inn,hotel_drury_inn,hotel_four_seasons,hotel_best_western,hotel_past_other_name_1,hotel_past_other_name_2,hotel_past_other_name_3,hotel_past_other_name_4,hotel_past_other_name_5,hotel_past_other_name_6,hotel_past_other_name_7,hotel_past_other_name_8,hotel_selection_cost,hotel_selection_bar,hotel_selection_distance_to_parks,hotel_selection_in_room_dining,hotel_selection_food_court,hotel_selection_sit_down_dining,hotel_selection_fine_dining,hotel_selection_parks_shuttle,hotel_selection_airport_shuttle,hotel_selection_in_room_kitchen,hotel_selection_room_size,hotel_selection_multiple_bedroom_suites,hotel_selection_pool,hotel_selection_theme,hotel_selection_kids_activities,hotel_selection_location_on_property,hotel_selection_other_string,hotel_selection_other_string_2,hotel_selection_other_string_3,hotel_selection_other_rating,hotel_satisfied_room_cleanliness,hotel_satisfied_room_size,hotel_satisfied_room_quietness,hotel_satisfied_beds_pillows,hotel_satisfied_pool_size,hotel_satisfied_pool_crowds,hotel_satisfied_pool_cleanliness,hotel_satisfied_parks_shuttle,hotel_satisfied_airport_shuttle,hotel_satisfied_check_in_out_process,hotel_satisfied_staff,hotel_satisfied_recreation_amenities,hotel_satisfied_food_court_overall,hotel_satisfied_food_court_value,hotel_satisfied_find_your_way_around,hotel_satisfied_child_services,hotel_satisfied_sit_down_dining,hotel_satisfaction_code,hotel_satisfaction_code_num,hotel_stay_again,hotel_recommendation_code,hotel_recommendation_code_num,hotel_room_number,hotel_room_number_2,hotel_room_number_3,hotel_room_connecting,hotel_room_connecting_room_number,hotel_room_connecting_room_number_2,hotel_room_bed_code,user_id,party_members,town_city,state_province,international_country,distance_to_Disney,how_many_trips,ip_address,normalized_hotel_selection_cost,normalized_hotel_selection_bar,normalized_hotel_selection_distance_to_parks,normalized_hotel_selection_in_room_dining,normalized_hotel_selection_food_court,normalized_hotel_selection_sit_down_dining,normalized_hotel_selection_fine_dining,normalized_hotel_selection_parks_shuttle,normalized_hotel_selection_airport_shuttle,normalized_hotel_selection_in_room_kitchen,normalized_hotel_selection_room_size,normalized_hotel_selection_multiple_bedroom_suites,normalized_hotel_selection_pool,normalized_hotel_selection_theme,normalized_hotel_selection_kids_activities,normalized_hotel_selection_location_on_property,normalized_hotel_satisfied_room_cleanliness,normalized_hotel_satisfied_room_size,normalized_hotel_satisfied_room_quietness,normalized_hotel_satisfied_beds_pillows,normalized_hotel_satisfied_pool_size,normalized_hotel_satisfied_pool_crowds,normalized_hotel_satisfied_pool_cleanliness,normalized_hotel_satisfied_parks_shuttle,normalized_hotel_satisfied_airport_shuttle,normalized_hotel_satisfied_check_in_out_process,normalized_hotel_satisfied_staff,normalized_hotel_satisfied_recreation_amenities,normalized_hotel_satisfied_food_court_overall,normalized_hotel_satisfied_food_court_value,normalized_hotel_satisfied_find_your_way_around,normalized_hotel_satisfied_child_services,normalized_hotel_satisfied_sit_down_dining,normalized_hotel_satisfaction_code_num,party_size,num_males,num_females,one_and_under,two_to_four,five_to_eight,nine_to_tweleve,thirteen_to_seventeen,eighteen_to_twenty,twentyone_to_twentyfive,twentysix_to_thirtyfive,thirtysix_to_fifty,fiftyone_to_sixtyfive,over_sixtyfive,perc_num_males,perc_num_females,perc_under_18,perc_over_18,room_view,season,disney_season_1,disney_season_2,disney_season_3,disney_season_4,Cluster By hotel_category_number,Distance By hotel_category_number,,,,
26853, 2017-11-02T23:09:40Z, 10/22/2017, 10/30/2017,8, Disneys Coronado Springs Resort,2, ORL009,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,5,1,3,1,1,1,1,5,5,1,3,1,3,5,1,3,,,,,5,4,4,4,5,5,5,4,5,5,5,5,3,3,5,,, very_satisfied,5,1, will_definitely_recommend,5,8146,,,1,8145,, two_queen,88738, F52|F61, Mount Gretna, PA, USA,974,8,,0.991681735,-0.564769749,-0.857670274,-0.378088489,-1.811415168,-1.432934453,-0.681434599,0.87171521,1.717454663,-1.09644485,-0.190606061,-1.144778044,-0.349814952,1.631570928,-0.670839038,-0.781453209,0.506637411,-0.207330537,-0.138845727,-0.21831219,0.786634046,0.91174132,0.482083389,0.141778721,0.772049287,0.602173426,0.557529132,1.160112855,-0.649684874,-0.431327884,0.819938615,,,0.386823581,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1, water, fall, Mickeys Not So Scary Halloween Party, Epcots International Food and Wine Festival,,,3,7.941042996,,,,
28748, 2018-01-03T14:41:31Z, 12/31/2017, 12/31/2017,1, Disneys Coronado Springs Resort,2, ORL009,,,,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,,,,,,,,,5,3,4,1,4,3,1,5,5,1,4,1,2,2,1,4,,,,,5,3,5,4,,,,2,5,5,5,,4,4,4,,4, somewhat_satisfied,4,0, may_recommend,4,3392,,,1,3391,, two_queen,542527, F17|F20|F28|F47|M47|M53|M69, Stout, IA, USA,1337,7,,0.991681735,1.435230251,0.142329726,-0.378088489,1.188584832,0.567065547,-0.681434599,0.87171521,1.717454663,-1.09644485,0.809393939,-1.144778044,-1.349814952,-1.368429072,-0.670839038,0.218546791,0.506637411,-1.207330537,0.861154273,-0.21831219,,,,-1.858221279,0.772049287,0.602173426,0.557529132,,0.350315126,0.568672116,-0.180061385,,0.110794208,-0.613176419,7,3,4,0,0,0,0,1,1,0,1,2,1,1,0.428571429,0.571428571,0.142857143,0.857142857, preferred, winter, Sunset Seasons Greetings, Mickeys Very Merry Christmas Party,,,2,10.66529068,,,,
36006, 2018-09-12T17:08:13Z, 9/3/2018, 9/7/2018,4, Disneys Coronado Springs Resort,2, ORL009,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,4,1,4,1,3,4,1,5,4,3,3,2,4,3,4,3,,,,,5,5,4,5,4,4,4,3,5,5,5,3,4,4,5,,4, very_satisfied,5,1, will_definitely_recommend,5,6635,,,1,6636,, two_queen,611458, F9|F36|F39|F67|M3|M6|M7|M8|M36|M39, Lynchurg, OH, USA,964,2, 107.77.194.152,-0.008318265,-0.564769749,0.142329726,-0.378088489,0.188584832,1.567065547,-0.681434599,0.87171521,0.717454663,0.90355515,-0.190606061,-0.144778044,0.650185048,-0.368429072,2.329160962,-0.781453209,0.506637411,0.792669463,-0.138845727,0.78168781,-0.213365954,-0.08825868,-0.517916611,-0.858221279,0.772049287,0.602173426,0.557529132,-0.839887145,0.350315126,0.568672116,0.819938615,,0.110794208,0.386823581,10,6,4,0,1,3,1,0,0,0,0,4,0,1,0.6,0.4,0.5,0.5, standard, summer, Epcots International Food and Wine Festival, Mickeys Not So Scary Halloween Party,,,2,17.14844581,,,,
36731, 2018-10-02T14:38:34Z, 9/22/2018, 9/29/2018,7, Disneys Coronado Springs Resort,2, ORL009,,,,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,5,5,5,1,5,3,1,5,5,1,1,1,5,4,1,4,,,,,5,4,5,5,1,,,3,,5,4,1,3,4,3,,, somewhat_satisfied,4,0, probably_wont_recommend,2,6326,,,1,,, king,558285,, Pittsburgh, PA, USA,974,4, 98.111.224.249,0.991681735,3.435230251,1.142329726,-0.378088489,2.188584832,0.567065547,-0.681434599,0.87171521,1.717454663,-1.09644485,-2.190606061,-1.144778044,1.650185048,0.631570928,-0.670839038,0.218546791,0.506637411,-0.207330537,0.861154273,0.78168781,-3.213365954,,,-0.858221279,,0.602173426,-0.442470868,-2.839887145,-0.649684874,0.568672116,-1.180061385,,,-0.613176419,,,,,,,,,,,,,,,,,,, standard, summer, Epcots International Food and Wine Festival, Mickeys Not So Scary Halloween Party,,,2,24.31638503,,,,
28002, 2017-12-08T03:00:55Z, 11/27/2017, 12/1/2017,4, Disneys Coronado Springs Resort,2, ORL009,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,5,1,5,1,1,1,1,4,4,1,3,1,3,1,1,3,,,,,3,3,3,3,3,3,3,1,5,5,5,3,3,3,2,3,3, neither,3,0, netural,3,7491,,,,,, two_double,577597,, Burlington, NC, USA,611,3,,0.991681735,-0.564769749,1.142329726,-0.378088489,-1.811415168,-1.432934453,-0.681434599,-0.12828479,0.717454663,-1.09644485,-0.190606061,-1.144778044,-0.349814952,-2.368429072,-0.670839038,-0.781453209,-1.493362589,-1.207330537,-1.138845727,-1.21831219,-1.213365954,-1.08825868,-1.517916611,-2.858221279,0.772049287,0.602173426,0.557529132,-0.839887145,-0.649684874,-0.431327884,-2.180061385,-0.288270378,-0.889205792,-1.613176419,,,,,,,,,,,,,,,,,,,, fall, Epcots International Food and Wine Festival, Sunset Seasons Greetings, Mickeys Very Merry Christmas Party,,3,12.95393453,,,,
26789, 2017-11-01T09:42:06Z, 10/20/2017, 10/28/2017,8, Disneys Grand Floridian Resort & Spa,3, ORL010,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,3,1,5,2,3,4,4,4,2,1,4,4,4,2,2,4,,,,,3,4,4,4,3,3,3,4,3,4,5,4,3,3,4,3,5, very_satisfied,5,1, will_definitely_recommend,5,6413,,,1,,, suite,563879, M33, London, England, UK,6000,2,,-1.008318265,-0.564769749,1.142329726,0.621911511,0.188584832,1.567065547,2.318565401,-0.12828479,-1.282545337,-1.09644485,0.809393939,1.855221956,0.650185048,-1.368429072,0.329160962,0.218546791,-1.493362589,-0.207330537,-0.138845727,-0.21831219,-1.213365954,-1.08825868,-1.517916611,0.141778721,-1.227950713,-0.397826574,0.557529132,0.160112855,-0.649684874,-0.431327884,-0.180061385,-0.288270378,1.110794208,0.386823581,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1, standard_sugarloaf, fall, Mickeys Not So Scary Halloween Party, Epcots International Food and Wine Festival,,,2,15.70932206,,,,
38523, 2018-11-28T16:42:44Z, 11/25/2018, 11/25/2018,1, Disneys Grand Floridian Resort & Spa,3, ORL010,,,,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,,,,,,,,,4,2,5,3,1,2,2,5,5,1,3,1,5,2,1,4,,,,,5,5,5,5,5,5,5,4,3,5,5,5,,,4,,5, very_satisfied,5,1, will_definitely_recommend,5,5404,,,,,, two_queen,656411, F12|F18|F50|M49, Buffalo, NY, USA,1228,10, 72.45.184.18,-0.008318265,0.435230251,1.142329726,1.621911511,-1.811415168,-0.432934453,0.318565401,0.87171521,1.717454663,-1.09644485,-0.190606061,-1.144778044,1.650185048,-1.368429072,-0.670839038,0.218546791,0.506637411,0.792669463,0.861154273,0.78168781,0.786634046,0.91174132,0.482083389,0.141778721,-1.227950713,0.602173426,0.557529132,1.160112855,,,-0.180061385,,1.110794208,0.386823581,4,1,3,0,0,0,1,0,1,0,0,2,0,0,0.25,0.75,0.25,0.75, garden_outer, fall, Mickeys Very Merry Christmas Party, 90 Years of Mickey Mouse, Epcots International Festival of the Holidays,,4,16.16435946,,,,
36544, 2018-09-26T15:55:50Z, 9/18/2018, 9/23/2018,5, Disneys Grand Floridian Resort & Spa,3, ORL010,,,,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,,,,,,,4,1,5,1,2,2,1,4,4,1,4,2,4,4,1,2,,,,,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4, somewhat_satisfied,4,1, may_recommend,4,7122,,,1,7124,, two_queen,372726, F15|F17|F49|M49, Birmingham, AL, USA,458,16, 24.197.77.130,-0.008318265,-0.564769749,1.142329726,-0.378088489,-0.811415168,-0.432934453,-0.681434599,-0.12828479,0.717454663,-1.09644485,0.809393939,-0.144778044,0.650185048,0.631570928,-0.670839038,-1.781453209,0.506637411,0.792669463,-0.138845727,-0.21831219,-0.213365954,-0.08825868,-0.517916611,0.141778721,-0.227950713,-0.397826574,-0.442470868,0.160112855,0.350315126,0.568672116,-0.180061385,-0.288270378,0.110794208,-0.613176419,4,1,3,0,0,0,0,2,0,0,0,2,0,0,0.25,0.75,0.5,0.5, garden_outer, summer, Epcots International Food and Wine Festival, Mickeys Not So Scary Halloween Party,,,6,5.951705614,,,,
33558, 2018-06-11T12:34:32Z, 5/31/2018, 6/8/2018,8, Disneys Grand Floridian Resort & Spa,3, ORL010,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,3,2,4,2,4,4,1,5,5,1,4,1,5,4,2,5,,,,,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,,5, very_satisfied,5,1, will_definitely_recommend,5,8345,,,0,,, two_queen,158268, F11|F13|F42|M7|M42, Mansfield, TX, USA,1131,6, 76.253.160.71,-1.008318265,0.435230251,0.142329726,0.621911511,1.188584832,1.567065547,-0.681434599,0.87171521,1.717454663,-1.09644485,0.809393939,-1.144778044,1.650185048,0.631570928,0.329160962,1.218546791,0.506637411,0.792669463,0.861154273,0.78168781,0.786634046,0.91174132,0.482083389,1.141778721,0.772049287,0.602173426,-0.442470868,1.160112855,1.350315126,1.568672116,0.819938615,,1.110794208,0.386823581,5,2,3,0,0,1,1,1,0,0,0,2,0,0,0.4,0.6,0.6,0.4, magic_kingdom_outer, spring,,,,,5,7.420819692,,,,
32593, 2018-05-08T12:11:23Z, 10/29/2017, 11/1/2017,3, Disneys Grand Floridian Resort & Spa,3, ORL010,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2,1,5,1,4,4,3,5,5,2,2,1,5,5,1,5,,,,,5,5,5,3,3,3,5,5,5,5,5,4,4,2,5,,4, very_satisfied,5,1, will_definitely_recommend,5,,,,,,,,498354,, Watertown, MA, USA,1301,6, 146.115.181.48,-2.008318265,-0.564769749,1.142329726,-0.378088489,1.188584832,1.567065547,1.318565401,0.87171521,1.717454663,-0.09644485,-1.190606061,-1.144778044,1.650185048,1.631570928,-0.670839038,1.218546791,0.506637411,0.792669463,0.861154273,-1.21831219,-1.213365954,-1.08825868,0.482083389,1.141778721,0.772049287,0.602173426,0.557529132,0.160112855,0.350315126,-1.431327884,0.819938615,,0.110794208,0.386823581,,,,,,,,,,,,,,,,,,,, fall, Mickeys Not So Scary Halloween Party, Epcots International Food and Wine Festival, Disney-Pixars Coco Family Celebration,,3,11.83694562,,,,
33694, 2018-06-14T12:22:58Z, 4/26/2018, 5/3/2018,7, Disneys Grand Floridian Resort & Spa,3, ORL010,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,,,,,,,3,1,5,3,3,4,3,5,4,1,1,1,5,4,2,5,,,,,5,5,5,5,5,4,5,,5,5,5,5,5,4,5,,4, very_satisfied,5,1, will_definitely_recommend,5,8141,,,1,,, two_queen,609160,, Asbury Park, NJ, USA,1032,15, 24.46.155.189,-1.008318265,-0.564769749,1.142329726,1.621911511,0.188584832,1.567065547,1.318565401,0.87171521,0.717454663,-1.09644485,-2.190606061,-1.144778044,1.650185048,0.631570928,0.329160962,1.218546791,0.506637411,0.792669463,0.861154273,0.78168781,0.786634046,-0.08825868,0.482083389,,0.772049287,0.602173426,0.557529132,1.160112855,1.350315126,0.568672116,0.819938615,,0.110794208,0.386823581,,,,,,,,,,,,,,,,,,, garden_outer, spring, Epcots International Flower and Garden Festival, 20th Anniversary of Animal Kingdom Celebration,,,4,12.85254359,,,,
28635, 2017-12-29T14:46:07Z, 12/21/2017, 12/26/2017,5, Disneys Grand Floridian Resort & Spa,3, ORL010,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,5,1,5,1,2,2,1,5,1,2,3,2,3,3,3,3,,,,,5,3,1,4,3,4,4,3,,5,5,,4,4,4,,4, very_satisfied,5,1, may_recommend,4,9103,,,1,,, two_double,200775,, Roswell, GA, USA,443,3,,0.991681735,-0.564769749,1.142329726,-0.378088489,-0.811415168,-0.432934453,-0.681434599,0.87171521,-2.282545337,-0.09644485,-0.190606061,-0.144778044,-0.349814952,-0.368429072,1.329160962,-0.781453209,0.506637411,-1.207330537,-3.138845727,-0.21831219,-1.213365954,-0.08825868,-0.517916611,-0.858221279,,0.602173426,0.557529132,,0.350315126,0.568672116,-0.180061385,,0.110794208,0.386823581,,,,,,,,,,,,,,,,,,, lagoon, fall, Sunset Seasons Greetings, Mickeys Very Merry Christmas Party,,,6,9.617371472,,,,
29859, 2018-02-06T23:36:11Z, 1/24/2018, 2/6/2018,13, Disneys Old Key West Resort,4, ORL011,,,,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,5,1,5,3,3,1,1,5,5,4,3,1,2,2,1,5,,,,,4,4,2,4,3,3,3,1,4,2,4,4,3,1,5,3,3, neither,3,1, may_recommend,4,5150,,,0,,, two_queen,179440, F41, Salem, MA, USA,1301,9, 174.224.28.4,0.991681735,-0.564769749,1.142329726,1.621911511,0.188584832,-1.432934453,-0.681434599,0.87171521,1.717454663,1.90355515,-0.190606061,-1.144778044,-1.349814952,-1.368429072,-0.670839038,1.218546791,-0.493362589,-0.207330537,-2.138845727,-0.21831219,-1.213365954,-1.08825868,-1.517916611,-2.858221279,-0.227950713,-2.397826574,-0.442470868,0.160112855,-0.649684874,-2.431327884,0.819938615,-0.288270378,-0.889205792,-1.613176419,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,, winter, Epcots Festival of the Arts, NFL Pro Bowl Weekend,,,3,18.95831575,,,,
37354, 2018-10-21T23:51:23Z, 10/14/2018, 10/18/2018,4, Disneys Old Key West Resort,4, ORL011,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Polynesian Village Resort (Villas),,,,,,,,1,1,3,1,1,1,1,5,1,4,4,1,1,4,1,4,,,,,5,5,4,5,3,3,3,4,3,5,5,3,3,3,5,3,3, very_satisfied,5,1, will_definitely_recommend,5,1426,,,,,, two_queen,637488, F26, Absecon, NJ, USA,1032,25, 73.196.148.253,-3.008318265,-0.564769749,-0.857670274,-0.378088489,-1.811415168,-1.432934453,-0.681434599,0.87171521,-2.282545337,1.90355515,0.809393939,-1.144778044,-2.349814952,0.631570928,-0.670839038,0.218546791,0.506637411,0.792669463,-0.138845727,0.78168781,-1.213365954,-1.08825868,-1.517916611,0.141778721,-1.227950713,0.602173426,0.557529132,-0.839887145,-0.649684874,-0.431327884,0.819938615,-0.288270378,-0.889205792,0.386823581,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1, hospitality, fall, Epcots International Food and Wine Festival, Mickeys Not So Scary Halloween Party,,,2,10.48968568,,,,
38767, 2018-12-06T00:32:57Z, 11/27/2018, 12/2/2018,5, Disneys Old Key West Resort,4, ORL011,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Disneys Vero Beach,,,,,,,,1,1,5,1,1,1,1,5,5,3,2,1,1,5,1,5,,,,,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5, very_satisfied,5,1, will_definitely_recommend,5,6420,,,1,6419,, two_queen,437282, F42|M44, Toledo, OH, USA,964,10, 45.19.168.215,-3.008318265,-0.564769749,1.142329726,-0.378088489,-1.811415168,-1.432934453,-0.681434599,0.87171521,1.717454663,0.90355515,-1.190606061,-1.144778044,-2.349814952,1.631570928,-0.670839038,1.218546791,0.506637411,0.792669463,-1.138845727,0.78168781,0.786634046,0.91174132,0.482083389,1.141778721,0.772049287,0.602173426,0.557529132,1.160112855,1.350315126,1.568672116,0.819938615,1.711729622,1.110794208,0.386823581,2,1,1,0,0,0,0,0,0,0,0,2,0,0,0.5,0.5,0,1, standard, fall, Mickeys Very Merry Christmas Party, 90 Years of Mickey Mouse, Epcots International Festival of the Holidays,,2,14.34494828,,,,
37953, 2018-11-09T21:26:48Z, 10/27/2018, 11/2/2018,6, Disneys Old Key West Resort,4, ORL011,,,,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,2,1,5,1,2,1,1,5,4,4,4,3,1,4,1,4,,,,,5,5,3,4,2,,5,5,5,5,5,5,5,3,5,1,, very_satisfied,5,1, will_definitely_recommend,5,6217,,,1,,, two_double,16178, F36|F42|F79, Franklin, TN, USA,619,40, 67.90.157.2,-2.008318265,-0.564769749,1.142329726,-0.378088489,-0.811415168,-1.432934453,-0.681434599,0.87171521,0.717454663,1.90355515,0.809393939,0.855221956,-2.349814952,0.631570928,-0.670839038,0.218546791,0.506637411,0.792669463,-1.138845727,-0.21831219,-2.213365954,,0.482083389,1.141778721,0.772049287,0.602173426,0.557529132,1.160112855,1.350315126,-0.431327884,0.819938615,-2.288270378,,0.386823581,3,0,3,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1, standard, fall, Epcots International Food and Wine Festival, Mickeys Not So Scary Halloween Party,,,2,7.486751513,,,,
28373, 2017-12-20T00:28:52Z, 12/8/2017, 12/16/2017,8, Disneys Old Key West Resort,4, ORL011,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,5,1,4,1,1,3,1,5,5,4,4,1,1,5,1,5,,,,,4,5,4,5,4,5,5,4,2,5,5,4,,,5,,, very_satisfied,5,1, will_definitely_recommend,5,4526,,,1,,, two_queen,508341,, Aptos, CA, USA,2895,12,,0.991681735,-0.564769749,0.142329726,-0.378088489,-1.811415168,0.567065547,-0.681434599,0.87171521,1.717454663,1.90355515,0.809393939,-1.144778044,-2.349814952,1.631570928,-0.670839038,1.218546791,-0.493362589,0.792669463,-0.138845727,0.78168781,-0.213365954,0.91174132,0.482083389,0.141778721,-2.227950713,0.602173426,0.557529132,0.160112855,,,0.819938615,,,0.386823581,,,,,,,,,,,,,,,,,,, standard, fall, Sunset Seasons Greetings, Mickeys Very Merry Christmas Party,,,4,11.37784798,,,,
26576, 2017-10-25T13:28:13Z, 9/26/2017, 10/2/2017,6, Disneys Old Key West Resort,4, ORL011,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,5,3,4,1,1,3,1,5,5,5,4,4,4,3,4,4,,,,,5,5,5,5,4,4,5,1,4,4,4,3,4,4,4,3,5, somewhat_satisfied,4,0, netural,3,6242,,,1,,, suite,565096,, New Berlin, WI, USA,1311,25,,0.991681735,1.435230251,0.142329726,-0.378088489,-1.811415168,0.567065547,-0.681434599,0.87171521,1.717454663,2.90355515,0.809393939,1.855221956,0.650185048,-0.368429072,2.329160962,0.218546791,0.506637411,0.792669463,0.861154273,0.78168781,-0.213365954,-0.08825868,0.482083389,-2.858221279,-0.227950713,-0.397826574,-0.442470868,-0.839887145,0.350315126,0.568672116,-0.180061385,-0.288270378,1.110794208,-0.613176419,,,,,,,,,,,,,,,,,,,, fall,,,,,1,9.38162835,,,,
34015, 2018-06-26T12:42:22Z, 6/8/2018, 6/12/2018,4, Disneys Old Key West Resort,4, ORL011,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,5,1,1,1,1,1,1,4,1,3,5,5,3,5,1,4,,,,,4,5,5,4,4,4,4,3,,5,5,,,,,,5, very_satisfied,5,1, will_definitely_recommend,5,2731,,,0,,, suite,534971,, Rogersville, TN, USA,619,7, 96.33.222.34,0.991681735,-0.564769749,-2.857670274,-0.378088489,-1.811415168,-1.432934453,-0.681434599,-0.12828479,-2.282545337,0.90355515,1.809393939,2.855221956,-0.349814952,1.631570928,-0.670839038,0.218546791,-0.493362589,0.792669463,0.861154273,-0.21831219,-0.213365954,-0.08825868,-0.517916611,-0.858221279,,0.602173426,0.557529132,,,,,,1.110794208,0.386823581,,,,,,,,,,,,,,,,,,, standard, spring,,,,,2,7.522240151,,,,
31443, 2018-03-30T13:22:46Z, 1/17/2018, 1/22/2018,5, Disneys Polynesian Village Resort,3, ORL012, Disneys Wilderness Lodge,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Disneys Yacht Club,,,,,,,,3,1,5,1,1,3,3,3,2,1,5,1,2,4,1,5,,,,,5,5,5,5,,,,4,,5,5,,,,4,,5, very_satisfied,5,1, will_definitely_recommend,5,,,,,,, king,558414, F27|M27, Revere, MA, USA,1301,25, 132.183.13.68,-1.008318265,-0.564769749,1.142329726,-0.378088489,-1.811415168,0.567065547,1.318565401,-1.12828479,-1.282545337,-1.09644485,1.809393939,-1.144778044,-1.349814952,0.631570928,-0.670839038,1.218546791,0.506637411,0.792669463,0.861154273,0.78168781,,,,0.141778721,,0.602173426,0.557529132,,,,-0.180061385,,1.110794208,0.386823581,2,1,1,0,0,0,0,0,0,0,2,0,0,0,0.5,0.5,0,1,, winter, Epcots Festival of the Arts,,,,3,13.15854484,,,,
31429, 2018-03-29T14:54:19Z, 3/19/2018, 3/26/2018,7, Disneys Polynesian Village Resort,3, ORL012,,,,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,,,,,,,,,1,3,5,1,3,4,4,5,5,1,4,1,5,4,1,5,,,,,3,4,3,4,5,2,3,3,5,5,4,3,1,2,5,3,4, somewhat_satisfied,4,1, may_recommend,4,3413,,,1,3412,, two_queen,523770, F7|F65|M9|M44|M65, Hockessin, DE, USA,958,7, 208.97.217.202,-3.008318265,1.435230251,1.142329726,-0.378088489,0.188584832,1.567065547,2.318565401,0.87171521,1.717454663,-1.09644485,0.809393939,-1.144778044,1.650185048,0.631570928,-0.670839038,1.218546791,-1.493362589,-0.207330537,-1.138845727,-0.21831219,0.786634046,-2.08825868,-1.517916611,-0.858221279,0.772049287,0.602173426,-0.442470868,-0.839887145,-2.649684874,-1.431327884,0.819938615,-0.288270378,0.110794208,-0.613176419,5,3,2,0,0,1,1,0,0,0,0,1,2,0,0.6,0.4,0.4,0.6, magic_kingdom, winter, Epcots International Flower and Garden Festival, Atlanta Braves Spring Training,,,3,10.42241763,,,,
33822, 2018-06-19T12:15:21Z, 6/10/2018, 6/16/2018,6, Disneys Polynesian Village Resort,3, ORL012,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,3,3,4,4,4,2,1,5,3,1,4,1,5,4,4,4,,,,,4,4,3,4,5,3,4,4,4,5,4,4,4,4,4,4,, very_satisfied,5,1, will_definitely_recommend,5,3506,,,,,, two_queen,606336,, Mcgaheysville, VA, USA,755,5, 73.99.120.34,-1.008318265,1.435230251,0.142329726,2.621911511,1.188584832,-0.432934453,-0.681434599,0.87171521,-0.282545337,-1.09644485,0.809393939,-1.144778044,1.650185048,0.631570928,2.329160962,0.218546791,-0.493362589,-0.207330537,-1.138845727,-0.21831219,0.786634046,-1.08825868,-0.517916611,0.141778721,-0.227950713,0.602173426,-0.442470868,0.160112855,0.350315126,0.568672116,-0.180061385,0.711729622,,0.386823581,,,,,,,,,,,,,,,,,,, magic_kingdom_club, spring,,,,,4,19.66967734,,,,
