survey_id,survey_submitted_at,trip_start_date,trip_finish_date,length_of_stay,hotel_name,hotel_category_number,hotel_code,hotel_trip_other_name,hotel_trip_other_name_2,hotel_trip_other_name_3,hotel_any_other,hotel_ritz_carlton,hotel_super_eight,hotel_embassy_suites,hotel_days_inn,hotel_hampton_inn,hotel_quality_inn,hotel_marriott,hotel_holiday_inn,hotel_omni,hotel_hilton,hotel_millenium,hotel_radisson,hotel_hyatt,hotel_fairfield_inn,hotel_ramada_inn,hotel_drury_inn,hotel_four_seasons,hotel_best_western,hotel_past_other_name_1,hotel_past_other_name_2,hotel_past_other_name_3,hotel_past_other_name_4,hotel_past_other_name_5,hotel_past_other_name_6,hotel_past_other_name_7,hotel_past_other_name_8,hotel_selection_cost,hotel_selection_bar,hotel_selection_distance_to_parks,hotel_selection_in_room_dining,hotel_selection_food_court,hotel_selection_sit_down_dining,hotel_selection_fine_dining,hotel_selection_parks_shuttle,hotel_selection_airport_shuttle,hotel_selection_in_room_kitchen,hotel_selection_room_size,hotel_selection_multiple_bedroom_suites,hotel_selection_pool,hotel_selection_theme,hotel_selection_kids_activities,hotel_selection_location_on_property,hotel_selection_other_string,hotel_selection_other_string_2,hotel_selection_other_string_3,hotel_selection_other_rating,hotel_satisfied_room_cleanliness,hotel_satisfied_room_size,hotel_satisfied_room_quietness,hotel_satisfied_beds_pillows,hotel_satisfied_pool_size,hotel_satisfied_pool_crowds,hotel_satisfied_pool_cleanliness,hotel_satisfied_parks_shuttle,hotel_satisfied_airport_shuttle,hotel_satisfied_check_in_out_process,hotel_satisfied_staff,hotel_satisfied_recreation_amenities,hotel_satisfied_food_court_overall,hotel_satisfied_food_court_value,hotel_satisfied_find_your_way_around,hotel_satisfied_child_services,hotel_satisfied_sit_down_dining,hotel_satisfaction_code,hotel_satisfaction_code_num,hotel_stay_again,hotel_recommendation_code,hotel_recommendation_code_num,hotel_room_number,hotel_room_number_2,hotel_room_number_3,hotel_room_connecting,hotel_room_connecting_room_number,hotel_room_connecting_room_number_2,hotel_room_bed_code,user_id,party_members,town_city,state_province,international_country,distance_to_Disney,how_many_trips,ip_address,normalized_hotel_selection_cost,normalized_hotel_selection_bar,normalized_hotel_selection_distance_to_parks,normalized_hotel_selection_in_room_dining,normalized_hotel_selection_food_court,normalized_hotel_selection_sit_down_dining,normalized_hotel_selection_fine_dining,normalized_hotel_selection_parks_shuttle,normalized_hotel_selection_airport_shuttle,normalized_hotel_selection_in_room_kitchen,normalized_hotel_selection_room_size,normalized_hotel_selection_multiple_bedroom_suites,normalized_hotel_selection_pool,normalized_hotel_selection_theme,normalized_hotel_selection_kids_activities,normalized_hotel_selection_location_on_property,normalized_hotel_satisfied_room_cleanliness,normalized_hotel_satisfied_room_size,normalized_hotel_satisfied_room_quietness,normalized_hotel_satisfied_beds_pillows,normalized_hotel_satisfied_pool_size,normalized_hotel_satisfied_pool_crowds,normalized_hotel_satisfied_pool_cleanliness,normalized_hotel_satisfied_parks_shuttle,normalized_hotel_satisfied_airport_shuttle,normalized_hotel_satisfied_check_in_out_process,normalized_hotel_satisfied_staff,normalized_hotel_satisfied_recreation_amenities,normalized_hotel_satisfied_food_court_overall,normalized_hotel_satisfied_food_court_value,normalized_hotel_satisfied_find_your_way_around,normalized_hotel_satisfied_child_services,normalized_hotel_satisfied_sit_down_dining,normalized_hotel_satisfaction_code_num,party_size,num_males,num_females,one_and_under,two_to_four,five_to_eight,nine_to_tweleve,thirteen_to_seventeen,eighteen_to_twenty,twentyone_to_twentyfive,twentysix_to_thirtyfive,thirtysix_to_fifty,fiftyone_to_sixtyfive,over_sixtyfive,perc_num_males,perc_num_females,perc_under_18,perc_over_18,room_view,season,disney_season_1,disney_season_2,disney_season_3,disney_season_4,Cluster By hotel_category_number,Distance By hotel_category_number,,,,
28730, 2018-01-02T17:46:55Z, 12/9/2017, 12/16/2017,7, Disneys Animal Kingdom Lodge - Kidani Village,3, ORL238,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,4,2,3,3,2,4,3,1,1,5,5,5,4,4,4,3,,,,,5,5,5,4,,,,,,3,5,,,,5,5,5, very_satisfied,5,1, will_definitely_recommend,5,7454,,,1,,, suite,406486,,,,,,15,,-0.008318265,0.435230251,-0.857670274,1.621911511,-0.811415168,1.567065547,1.318565401,-3.12828479,-2.282545337,2.90355515,1.809393939,2.855221956,0.650185048,0.631570928,2.329160962,-0.781453209,0.506637411,0.792669463,0.861154273,-0.21831219,,,,,,-1.397826574,0.557529132,,,,0.819938615,1.711729622,1.110794208,0.386823581,,,,,,,,,,,,,,,,,,, savannah, fall, Sunset Seasons Greetings, Mickeys Very Merry Christmas Party,,,2,30.41836073,,,,
36884, 2018-10-07T19:55:35Z, 9/22/2018, 9/29/2018,7, Disneys Animal Kingdom Lodge - Kidani Village,3, ORL238,,,,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,5,1,3,4,5,3,1,5,5,1,3,1,5,3,3,3,,,,,3,1,2,1,4,2,4,3,5,5,4,3,3,3,4,2,4, neither,3,0, netural,3,7915,,,,,, other,613937,, Pittsburgh, PA, USA,974,5, 100.6.36.158,0.991681735,-0.564769749,-0.857670274,2.621911511,2.188584832,0.567065547,-0.681434599,0.87171521,1.717454663,-1.09644485,-0.190606061,-1.144778044,1.650185048,-0.368429072,1.329160962,-0.781453209,-1.493362589,-3.207330537,-2.138845727,-3.21831219,-0.213365954,-2.08825868,-0.517916611,-0.858221279,0.772049287,0.602173426,-0.442470868,-0.839887145,-0.649684874,-0.431327884,-0.180061385,-1.288270378,0.110794208,-1.613176419,,,,,,,,,,,,,,,,,,, standard, summer, Epcots International Food and Wine Festival, Mickeys Not So Scary Halloween Party,,,4,16.75708103,,,,
34891, 2018-08-07T01:58:36Z, 6/15/2018, 6/24/2018,9, Disneys Animal Kingdom Lodge - Kidani Village,3, ORL238,,,,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,,,,,,,,,3,5,4,2,3,5,4,5,3,4,3,3,5,5,1,5,,,,,5,4,4,4,5,4,5,3,,5,4,5,1,3,2,,4, somewhat_satisfied,4,0, may_recommend,4,7617,,,1,7619,, queen_daybed,11183,, Luling, LA, USA,701,10, 68.0.52.102,-1.008318265,3.435230251,0.142329726,0.621911511,0.188584832,2.567065547,2.318565401,0.87171521,-0.282545337,1.90355515,-0.190606061,0.855221956,1.650185048,1.631570928,-0.670839038,1.218546791,0.506637411,-0.207330537,-0.138845727,-0.21831219,0.786634046,-0.08825868,0.482083389,-0.858221279,,0.602173426,-0.442470868,1.160112855,-2.649684874,-0.431327884,-2.180061385,,0.110794208,-0.613176419,,,,,,,,,,,,,,,,,,, standard, spring,,,,,2,19.70964572,,,,
37423, 2018-10-23T19:44:16Z, 10/17/2018, 10/17/2018,1, Disneys Animal Kingdom Lodge - Kidani Village,3, ORL238,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,5,1,4,2,4,1,1,5,5,4,3,1,5,1,3,3,,,,,4,5,5,5,5,3,5,4,5,3,4,3,4,5,3,3,4, very_satisfied,5,1, will_definitely_recommend,5,7937,,,1,7939,, queen_daybed,607952,, Methuen, MA, USA,1301,10, 148.168.96.22,0.991681735,-0.564769749,0.142329726,0.621911511,1.188584832,-1.432934453,-0.681434599,0.87171521,1.717454663,1.90355515,-0.190606061,-1.144778044,1.650185048,-2.368429072,1.329160962,-0.781453209,-0.493362589,0.792669463,0.861154273,0.78168781,0.786634046,-1.08825868,0.482083389,0.141778721,0.772049287,-1.397826574,-0.442470868,-0.839887145,0.350315126,1.568672116,-1.180061385,-0.288270378,0.110794208,0.386823581,,,,,,,,,,,,,,,,,,, standard, fall, Epcots International Food and Wine Festival, Mickeys Not So Scary Halloween Party,,,5,27.2315449,,,,
35869, 2018-09-08T20:21:15Z, 8/11/2018, 8/23/2018,12, Disneys Animal Kingdom Lodge - Kidani Village,3, ORL238,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,3,4,3,1,3,5,3,4,4,5,5,5,5,5,1,4,,,,,5,5,5,5,5,5,4,5,4,5,5,4,4,4,5,3,5, very_satisfied,5,1, will_definitely_recommend,5,7348,,,1,7350,, suite,139927,, Wilmington,, USA,,30, 73.238.172.8,-1.008318265,2.435230251,-0.857670274,-0.378088489,0.188584832,2.567065547,1.318565401,-0.12828479,0.717454663,2.90355515,1.809393939,2.855221956,1.650185048,1.631570928,-0.670839038,0.218546791,0.506637411,0.792669463,0.861154273,0.78168781,0.786634046,0.91174132,-0.517916611,1.141778721,-0.227950713,0.602173426,0.557529132,0.160112855,0.350315126,0.568672116,0.819938615,-0.288270378,1.110794208,0.386823581,,,,,,,,,,,,,,,,,,, savannah, summer, Jr. NBA World,,,,2,13.34357689,,,,
28410, 2017-12-21T14:22:18Z, 12/11/2017, 12/17/2017,6, Disneys Art of Animation Resort,1, ORL242,,,,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,,,,,,,,,5,1,5,1,3,3,3,3,3,3,5,5,3,4,1,5,,,,,5,5,5,3,4,4,4,,,5,5,,3,4,4,,, very_satisfied,5,1, will_definitely_recommend,5,608,,,0,,, suite,211517, M56, Waldorf, MD, USA,897,12,,0.991681735,-0.564769749,1.142329726,-0.378088489,0.188584832,0.567065547,1.318565401,-1.12828479,-0.282545337,0.90355515,1.809393939,2.855221956,-0.349814952,0.631570928,-0.670839038,1.218546791,0.506637411,0.792669463,0.861154273,-1.21831219,-0.213365954,-0.08825868,-0.517916611,,,0.602173426,0.557529132,,-0.649684874,0.568672116,-0.180061385,,,0.386823581,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1, lion_king, fall, Sunset Seasons Greetings, Mickeys Very Merry Christmas Party,,,4,23.92057725,,,,
32925, 2018-05-19T13:12:06Z, 5/11/2018, 5/16/2018,5, Disneys Art of Animation Resort,1, ORL242,,,,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,,,,,,,,,4,1,3,1,3,2,1,5,4,1,5,5,4,5,1,3,,,,,5,5,4,3,5,3,4,5,5,5,5,4,4,3,5,3,3, very_satisfied,5,1, will_definitely_recommend,5,5824,,,0,,, suite,173619, F15|F45|M10, Cranberry Township, PA, USA,974,3, 67.20.244.143,-0.008318265,-0.564769749,-0.857670274,-0.378088489,0.188584832,-0.432934453,-0.681434599,0.87171521,0.717454663,-1.09644485,1.809393939,2.855221956,0.650185048,1.631570928,-0.670839038,-0.781453209,0.506637411,0.792669463,-0.138845727,-1.21831219,0.786634046,-1.08825868,-0.517916611,1.141778721,0.772049287,0.602173426,0.557529132,0.160112855,0.350315126,-0.431327884,0.819938615,-0.288270378,-0.889205792,0.386823581,3,1,2,0,0,0,1,1,0,0,0,1,0,0,0.333333333,0.666666667,0.666666667,0.333333333, finding_nemo, spring, Epcots International Flower and Garden Festival,,,,3,10.80066808,,,,
32393, 2018-05-02T01:48:33Z, 4/8/2018, 4/13/2018,5, Disneys Art of Animation Resort,1, ORL242,,,,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,3,1,3,1,5,1,1,3,1,3,3,5,5,5,3,3,,,,,5,4,5,3,5,5,5,5,,2,5,5,5,3,5,,, very_satisfied,5,1, will_definitely_recommend,5,,,,0,,, suite,529806, F3|F6|F35|M35, Mars, PA, USA,974,1, 67.20.249.227,-1.008318265,-0.564769749,-0.857670274,-0.378088489,2.188584832,-1.432934453,-0.681434599,-1.12828479,-2.282545337,0.90355515,-0.190606061,2.855221956,1.650185048,1.631570928,1.329160962,-0.781453209,0.506637411,-0.207330537,0.861154273,-1.21831219,0.786634046,0.91174132,0.482083389,1.141778721,,-2.397826574,0.557529132,1.160112855,1.350315126,-0.431327884,0.819938615,,,0.386823581,4,1,3,0,1,1,0,0,0,0,2,0,0,0,0.25,0.75,0.5,0.5,, spring, Epcots International Flower and Garden Festival,,,,3,13.52546861,,,,
39281, 2018-12-19T14:35:12Z, 12/16/2018, 12/16/2018,1, Disneys Art of Animation Resort,1, ORL242,,,,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,4,1,3,1,2,1,1,5,5,1,5,5,2,3,3,3,,,,,4,4,4,4,5,5,5,4,4,5,5,5,3,3,4,3,2, very_satisfied,5,1, will_definitely_recommend,5,839,,,0,,, two_queens_murphy,539371,, Plainville, GA, USA,443,5, 50.192.40.137,-0.008318265,-0.564769749,-0.857670274,-0.378088489,-0.811415168,-1.432934453,-0.681434599,0.87171521,1.717454663,-1.09644485,1.809393939,2.855221956,-1.349814952,-0.368429072,1.329160962,-0.781453209,-0.493362589,-0.207330537,-0.138845727,-0.21831219,0.786634046,0.91174132,0.482083389,0.141778721,-0.227950713,0.602173426,0.557529132,1.160112855,-0.649684874,-0.431327884,-0.180061385,-0.288270378,-1.889205792,0.386823581,,,,,,,,,,,,,,,,,,, lion_king, fall, Epcots International Festival of the Holidays, Mickeys Very Merry Christmas Party, 90 Years of Mickey Mouse,,3,13.64614094,,,,
28807, 2018-01-05T20:37:21Z, 11/24/2017, 12/2/2017,8, Disneys Art of Animation Resort,1, ORL242,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,5,1,5,1,4,1,1,5,1,1,5,3,3,5,1,5,,,,,5,5,5,5,5,5,5,5,,5,5,,5,5,5,,, very_satisfied,5,1, will_definitely_recommend,5,1837,,,0,,, suite,370299,,,,,,4,,0.991681735,-0.564769749,1.142329726,-0.378088489,1.188584832,-1.432934453,-0.681434599,0.87171521,-2.282545337,-1.09644485,1.809393939,0.855221956,-0.349814952,1.631570928,-0.670839038,1.218546791,0.506637411,0.792669463,0.861154273,0.78168781,0.786634046,0.91174132,0.482083389,1.141778721,,0.602173426,0.557529132,,1.350315126,1.568672116,0.819938615,,,0.386823581,,,,,,,,,,,,,,,0,0,0,0, cars, fall, Epcots International Food and Wine Festival, Sunset Seasons Greetings, Mickeys Very Merry Christmas Party,,1,17.80119681,,,,
37837, 2018-11-06T13:54:01Z, 10/28/2018, 11/3/2018,6, Disneys Art of Animation Resort,1, ORL242,,,,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,,,,,,,,,4,2,4,1,2,1,1,5,4,3,5,4,4,4,1,3,,,,,4,5,4,4,5,3,4,2,4,4,3,3,4,4,4,3,2, very_satisfied,5,1, will_definitely_recommend,5,,,,0,,, two_queens_murphy,617666,, Shrewsbury,,,,2, 216.49.154.162,-0.008318265,0.435230251,0.142329726,-0.378088489,-0.811415168,-1.432934453,-0.681434599,0.87171521,0.717454663,0.90355515,1.809393939,1.855221956,0.650185048,0.631570928,-0.670839038,-0.781453209,-0.493362589,0.792669463,-0.138845727,-0.21831219,0.786634046,-1.08825868,-0.517916611,-1.858221279,-0.227950713,-0.397826574,-1.442470868,-0.839887145,0.350315126,0.568672116,-0.180061385,-0.288270378,-1.889205792,0.386823581,,,,,,,,,,,,,,,,,,,, fall, Epcots International Food and Wine Festival, Mickeys Not So Scary Halloween Party,,,3,5.734653287,,,,
30738, 2018-03-04T21:18:46Z, 2/4/2018, 2/10/2018,6, Disneys Art of Animation Resort,1, ORL242,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,4,1,4,2,5,2,1,5,4,3,4,4,3,3,1,5,,,,,5,5,5,4,5,5,5,4,3,4,5,2,4,4,5,3,3, very_satisfied,5,1, will_definitely_recommend,5,4830,,,0,,, suite,400665,, London, Ontario, Canada,1296,8, 174.119.235.230,-0.008318265,-0.564769749,0.142329726,0.621911511,2.188584832,-0.432934453,-0.681434599,0.87171521,0.717454663,0.90355515,0.809393939,1.855221956,-0.349814952,-0.368429072,-0.670839038,1.218546791,0.506637411,0.792669463,0.861154273,-0.21831219,0.786634046,0.91174132,0.482083389,0.141778721,-1.227950713,-0.397826574,0.557529132,-1.839887145,0.350315126,0.568672116,0.819938615,-0.288270378,-0.889205792,0.386823581,,,,,,,,,,,,,,,,,,, finding_nemo, winter, Epcots Festival of the Arts,,,,3,14.6097366,,,,
35355, 2018-08-25T19:21:27Z, 7/18/2018, 7/22/2018,4, Disneys Beach Club Resort,3, ORL003,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Disneys BoardWalk Inn, Disneys Caribbean Beach Resort, Buena Vista Palace (Hilton), Disneys Contemporary Resort,,,,,2,1,5,1,1,5,3,5,1,1,5,1,5,5,1,5,,,,,5,5,5,5,5,4,4,4,,5,5,5,2,2,3,,5, very_satisfied,5,1, will_definitely_recommend,5,4635,,,1,,, two_queen,637936, F7|F37|M10, Bethalto, IL, USA,1062,8, 96.35.3.143,-2.008318265,-0.564769749,1.142329726,-0.378088489,-1.811415168,2.567065547,1.318565401,0.87171521,-2.282545337,-1.09644485,1.809393939,-1.144778044,1.650185048,1.631570928,-0.670839038,1.218546791,0.506637411,0.792669463,0.861154273,0.78168781,0.786634046,-0.08825868,-0.517916611,0.141778721,,0.602173426,0.557529132,1.160112855,-1.649684874,-1.431327884,-1.180061385,,1.110794208,0.386823581,3,1,2,0,0,1,1,0,0,0,0,1,0,0,0.333333333,0.666666667,0.666666667,0.333333333, garden, summer,,,,,3,14.14861446,,,,
35261, 2018-08-21T19:01:27Z, 8/10/2018, 8/17/2018,7, Disneys Beach Club Resort,3, ORL003,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,4,1,5,1,1,1,1,5,5,4,5,1,5,1,1,5,,,,,5,4,4,4,5,5,4,2,4,5,4,,,,3,,5, very_satisfied,5,1, will_definitely_recommend,5,3569,,,0,,, two_queen,243778, M8|M11|M41, Cherry Hill, NJ, USA,1032,6, 173.61.107.109,-0.008318265,-0.564769749,1.142329726,-0.378088489,-1.811415168,-1.432934453,-0.681434599,0.87171521,1.717454663,1.90355515,1.809393939,-1.144778044,1.650185048,-2.368429072,-0.670839038,1.218546791,0.506637411,-0.207330537,-0.138845727,-0.21831219,0.786634046,0.91174132,-0.517916611,-1.858221279,-0.227950713,0.602173426,-0.442470868,,,,-1.180061385,,1.110794208,0.386823581,3,3,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0.666666667,0.333333333, garden, summer, Jr. NBA World,,,,6,22.4788284,,,,
36221, 2018-09-18T14:48:05Z, 9/15/2018, 9/15/2018,1, Disneys Beach Club Resort,3, ORL003,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Kimpton,,,,,,,,4,1,5,1,3,1,1,3,3,1,2,1,3,4,3,1,,,,,5,5,4,5,5,5,5,4,4,5,4,4,4,4,4,4,4, very_satisfied,5,1, will_definitely_recommend,5,4674,,,0,,, two_queens_daybed,644363,, Chicago, IL, USA,1062,25, 140.192.99.59,-0.008318265,-0.564769749,1.142329726,-0.378088489,0.188584832,-1.432934453,-0.681434599,-1.12828479,-0.282545337,-1.09644485,-1.190606061,-1.144778044,-0.349814952,0.631570928,1.329160962,-2.781453209,0.506637411,0.792669463,-0.138845727,0.78168781,0.786634046,0.91174132,0.482083389,0.141778721,-0.227950713,0.602173426,-0.442470868,0.160112855,0.350315126,0.568672116,-0.180061385,0.711729622,0.110794208,0.386823581,,,,,,,,,,,,,,,,,,, garden, summer, Epcots International Food and Wine Festival, Mickeys Not So Scary Halloween Party,,,6,7.851360857,,,,
35807, 2018-09-06T22:03:08Z, 8/20/2018, 9/3/2018,14, Disneys Beach Club Resort,3, ORL003,,,,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0, Premier Inn (UK),,,,,,,,5,1,5,1,3,5,4,5,5,1,4,1,5,5,1,5,,,,,5,4,5,4,5,5,5,4,5,5,5,4,4,3,5,3,5, very_satisfied,5,1, may_recommend,4,4643,,,0,,, two_queen,426467,, Reigate, England, UK,6000,3, 86.8.46.89,0.991681735,-0.564769749,1.142329726,-0.378088489,0.188584832,2.567065547,2.318565401,0.87171521,1.717454663,-1.09644485,0.809393939,-1.144778044,1.650185048,1.631570928,-0.670839038,1.218546791,0.506637411,-0.207330537,0.861154273,-0.21831219,0.786634046,0.91174132,0.482083389,0.141778721,0.772049287,0.602173426,0.557529132,0.160112855,0.350315126,-0.431327884,0.819938615,-0.288270378,1.110794208,0.386823581,,,,,,,,,,,,,,,,,,, pool_lake, summer, Mickeys Not So Scary Halloween Party,,,,3,8.748015404,,,,
36990, 2018-10-10T16:08:00Z, 10/4/2018, 10/7/2018,3, Disneys Beach Club Resort,3, ORL003,,,,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0, Fairmont,,,,,,,,3,2,5,2,2,2,1,5,5,3,5,3,5,2,2,5,,,,,5,5,5,5,3,3,3,5,5,3,3,2,1,1,4,1,, very_satisfied,5,1, will_definitely_recommend,5,1575,,,1,1573,, two_queen,502248,, Pittsburgh, PA, USA,974,5, 50.201.182.226,-1.008318265,0.435230251,1.142329726,0.621911511,-0.811415168,-0.432934453,-0.681434599,0.87171521,1.717454663,0.90355515,1.809393939,0.855221956,1.650185048,-1.368429072,0.329160962,1.218546791,0.506637411,0.792669463,0.861154273,0.78168781,-1.213365954,-1.08825868,-1.517916611,1.141778721,0.772049287,-1.397826574,-1.442470868,-1.839887145,-2.649684874,-2.431327884,-0.180061385,-2.288270378,,0.386823581,,,,,,,,,,,,,,,,,,, garden, fall, Epcots International Food and Wine Festival, Mickeys Not So Scary Halloween Party,,,1,12.24326681,,,,
37927, 2018-11-09T13:33:16Z, 11/6/2018, 11/6/2018,1, Disneys Beach Club Resort,3, ORL003,,,,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0, Sonesta, Wyndham,,,,,,,3,1,5,1,1,1,1,3,1,1,4,1,1,1,1,5,,,,,4,4,5,4,,,,2,,4,3,,,,,,, somewhat_dissatisfied,2,0, probably_wont_recommend,2,2600,,,0,,, two_queen,490792,,,,,,15, 108.56.78.26,-1.008318265,-0.564769749,1.142329726,-0.378088489,-1.811415168,-1.432934453,-0.681434599,-1.12828479,-2.282545337,-1.09644485,0.809393939,-1.144778044,-2.349814952,-2.368429072,-0.670839038,1.218546791,-0.493362589,-0.207330537,0.861154273,-0.21831219,,,,-1.858221279,,-0.397826574,-1.442470868,,,,,,,-2.613176419,,,,,,,,,,,,,,,,,,, garden, fall, Epcots International Food and Wine Festival,,,,6,11.4058028,,,,
31215, 2018-03-20T01:31:21Z, 1/21/2018, 1/28/2018,7, Disneys Beach Club Resort,3, ORL003,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,5,1,3,1,4,3,1,5,5,3,3,1,4,2,1,4,,,,,4,4,3,4,5,5,5,2,5,4,5,4,1,2,1,,, somewhat_dissatisfied,2,0, probably_wont_recommend,2,4610,,,1,4608,, two_queens_daybed,17121,,, OH, USA,964,25, 107.77.194.171,0.991681735,-0.564769749,-0.857670274,-0.378088489,1.188584832,0.567065547,-0.681434599,0.87171521,1.717454663,0.90355515,-0.190606061,-1.144778044,0.650185048,-1.368429072,-0.670839038,0.218546791,-0.493362589,-0.207330537,-1.138845727,-0.21831219,0.786634046,0.91174132,0.482083389,-1.858221279,0.772049287,-0.397826574,0.557529132,0.160112855,-2.649684874,-1.431327884,-3.180061385,,,-2.613176419,,,,,,,,,,,,,,,,,,, garden, winter, Epcots Festival of the Arts,,,,5,8.348352535,,,,
38275, 2018-11-19T19:55:57Z, 11/16/2018, 11/16/2018,1, Disneys Beach Club Villas,4, ORL004,,,,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,4,2,4,1,3,3,4,5,3,1,4,2,5,5,1,5,,,,,5,2,5,5,4,3,5,4,5,5,4,5,1,1,4,,4, very_disatisfied,1,0, probably_wont_recommend,2,4261,,,0,,, queen_daybed,390344, M60, Seymour, CT, USA,1203,26, 63.76.208.3,-0.008318265,0.435230251,0.142329726,-0.378088489,0.188584832,0.567065547,2.318565401,0.87171521,-0.282545337,-1.09644485,0.809393939,-0.144778044,1.650185048,1.631570928,-0.670839038,1.218546791,0.506637411,-2.207330537,0.861154273,0.78168781,-0.213365954,-1.08825868,0.482083389,0.141778721,0.772049287,0.602173426,-0.442470868,1.160112855,-2.649684874,-2.431327884,-0.180061385,,0.110794208,-3.613176419,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,, fall, Mickeys Very Merry Christmas Party,,,,4,7.209518006,,,,
30965, 2018-03-12T13:31:51Z, 3/3/2018, 3/8/2018,5, Disneys Beach Club Villas,4, ORL004,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, B&B,,,,,,,,3,4,5,1,1,1,1,5,5,1,1,1,2,3,1,4,,,,,5,5,3,4,5,5,5,5,5,5,5,5,4,4,5,,, very_satisfied,5,1, will_definitely_recommend,5,463,,,1,,, queen_daybed,435563, F36|M43, Conroe, TX, USA,1131,15, 74.95.238.181,-1.008318265,2.435230251,1.142329726,-0.378088489,-1.811415168,-1.432934453,-0.681434599,0.87171521,1.717454663,-1.09644485,-2.190606061,-1.144778044,-1.349814952,-0.368429072,-0.670839038,0.218546791,0.506637411,0.792669463,-1.138845727,-0.21831219,0.786634046,0.91174132,0.482083389,1.141778721,0.772049287,0.602173426,0.557529132,1.160112855,0.350315126,0.568672116,0.819938615,,,0.386823581,2,1,1,0,0,0,0,0,0,0,0,2,0,0,0.5,0.5,0,1, standard, winter, Epcots International Flower and Garden Festival, Atlanta Braves Spring Training,,,5,14.83930602,,,,
34856, 2018-08-05T17:49:35Z, 7/2/2018, 7/30/2018,28, Disneys Beach Club Villas,4, ORL004,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Country Inn & Suites,,,,,,,,5,1,5,1,1,3,1,5,5,1,1,1,5,5,1,5, Walk to Park,,,5,5,4,4,4,5,4,5,4,5,5,5,5,3,1,5,4,5, very_satisfied,5,1, will_definitely_recommend,5,440,,,0,,, other,581669, F40|M7|M9, Waynesburg, PA, USA,974,20, 73.79.88.225,0.991681735,-0.564769749,1.142329726,-0.378088489,-1.811415168,0.567065547,-0.681434599,0.87171521,1.717454663,-1.09644485,-2.190606061,-1.144778044,1.650185048,1.631570928,-0.670839038,1.218546791,0.506637411,-0.207330537,-0.138845727,-0.21831219,0.786634046,-0.08825868,0.482083389,0.141778721,0.772049287,0.602173426,0.557529132,1.160112855,-0.649684874,-2.431327884,0.819938615,0.711729622,1.110794208,0.386823581,3,2,1,0,0,1,1,0,0,0,0,1,0,0,0.666666667,0.333333333,0.666666667,0.333333333, standard, summer,,,,,4,8.689379189,,,,
