length_of_stay,hotel_name,how_many_trips,normalized_hotel_selection_cost,normalized_hotel_selection_bar,normalized_hotel_selection_distance_to_parks,normalized_hotel_selection_in_room_dining,normalized_hotel_selection_food_court,normalized_hotel_selection_sit_down_dining,normalized_hotel_selection_fine_dining,normalized_hotel_selection_parks_shuttle,normalized_hotel_selection_airport_shuttle,normalized_hotel_selection_in_room_kitchen,normalized_hotel_selection_room_size,normalized_hotel_selection_multiple_bedroom_suites,normalized_hotel_selection_pool,normalized_hotel_selection_theme,normalized_hotel_selection_kids_activities,normalized_hotel_selection_location_on_property
6, Disneys Grand Floridian Resort & Spa,8,-1.008318265,0.435230251,-2.857670274,-0.378088489,0.188584832,2.567065547,2.318565401,-0.12828479,-2.282545337,2.90355515,1.809393939,0.855221956,1.650185048,1.631570928,1.329160962,0.218546791
5, Disneys Grand Floridian Resort & Spa,12,0.991681735,-0.564769749,1.142329726,1.621911511,2.188584832,-0.432934453,-0.681434599,-1.12828479,-2.282545337,-1.09644485,-2.190606061,-1.144778044,1.650185048,0.631570928,-0.670839038,1.218546791
7, Disneys Grand Floridian Resort & Spa,28,0.991681735,-0.564769749,1.142329726,-0.378088489,1.188584832,2.567065547,-0.681434599,0.87171521,1.717454663,1.90355515,0.809393939,2.855221956,-0.349814952,-0.368429072,-0.670839038,1.218546791
13, Disneys Grand Floridian Resort & Spa,15,0.991681735,0.435230251,1.142329726,-0.378088489,1.188584832,0.567065547,0.318565401,-1.12828479,-2.282545337,1.90355515,-0.190606061,2.855221956,0.650185048,-0.368429072,-0.670839038,0.218546791
5, Disneys Grand Floridian Resort & Spa,10,-3.008318265,-0.564769749,1.142329726,0.621911511,0.188584832,-0.432934453,-0.681434599,-0.12828479,-2.282545337,-1.09644485,-1.190606061,0.855221956,0.650185048,0.631570928,-0.670839038,1.218546791
5, Disneys Coronado Springs Resort,7,0.991681735,-0.564769749,-1.857670274,-0.378088489,0.188584832,-1.432934453,-0.681434599,0.87171521,-2.282545337,-1.09644485,-0.190606061,0.855221956,0.650185048,0.631570928,-0.670839038,-0.781453209
8, Disneys Coronado Springs Resort,6,0.991681735,-0.564769749,0.142329726,-0.378088489,0.188584832,-1.432934453,-0.681434599,-0.12828479,1.717454663,-1.09644485,-0.190606061,-1.144778044,-0.349814952,-0.368429072,-0.670839038,-0.781453209
8, Disneys Coronado Springs Resort,6,-0.008318265,1.435230251,1.142329726,1.621911511,-0.811415168,-0.432934453,-0.681434599,0.87171521,1.717454663,-1.09644485,1.809393939,-1.144778044,0.650185048,-0.368429072,-0.670839038,1.218546791
1, Disneys Coronado Springs Resort,6,-0.008318265,-0.564769749,-2.857670274,0.621911511,0.188584832,-0.432934453,-0.681434599,0.87171521,-2.282545337,-0.09644485,-1.190606061,-1.144778044,0.650185048,-0.368429072,-0.670839038,0.218546791
2, Disneys Coronado Springs Resort,5,0.991681735,-0.564769749,-0.857670274,2.621911511,-0.811415168,-1.432934453,-0.681434599,0.87171521,1.717454663,0.90355515,1.809393939,0.855221956,1.650185048,-0.368429072,-0.670839038,-0.781453209
6, Disneys Coronado Springs Resort,5,-1.008318265,-0.564769749,0.142329726,0.621911511,-0.811415168,-0.432934453,0.318565401,-0.12828479,-1.282545337,-0.09644485,0.809393939,-1.144778044,1.650185048,-1.368429072,-0.670839038,-0.781453209
1, Disneys Coronado Springs Resort,1,0.991681735,1.435230251,0.142329726,-0.378088489,1.188584832,1.567065547,-0.681434599,-0.12828479,0.717454663,0.90355515,0.809393939,0.855221956,1.650185048,-1.368429072,1.329160962,0.218546791
4, Disneys Contemporary Resort,6,-2.008318265,0.435230251,1.142329726,0.621911511,0.188584832,2.567065547,3.318565401,0.87171521,1.717454663,-1.09644485,0.809393939,-1.144778044,-0.349814952,-0.368429072,1.329160962,1.218546791
5, Disneys Contemporary Resort,16,-0.008318265,-0.564769749,1.142329726,-0.378088489,2.188584832,1.567065547,-0.681434599,0.87171521,-2.282545337,-1.09644485,1.809393939,-1.144778044,-0.349814952,-0.368429072,-0.670839038,1.218546791
2, Disneys Contemporary Resort,1,-1.008318265,-0.564769749,1.142329726,-0.378088489,-1.811415168,0.567065547,1.318565401,0.87171521,-1.282545337,0.90355515,-1.190606061,-1.144778044,1.650185048,-0.368429072,2.329160962,1.218546791
3, Disneys Contemporary Resort,15,-1.008318265,-0.564769749,1.142329726,0.621911511,-0.811415168,0.567065547,1.318565401,0.87171521,-0.282545337,0.90355515,0.809393939,0.855221956,-0.349814952,-0.368429072,0.329160962,0.218546791
7, Disneys Contemporary Resort,2,-3.008318265,-0.564769749,1.142329726,-0.378088489,1.188584832,-0.432934453,-0.681434599,0.87171521,1.717454663,0.90355515,0.809393939,-1.144778044,-2.349814952,0.631570928,-0.670839038,1.218546791
2, Disneys Contemporary Resort,10,-1.008318265,-0.564769749,1.142329726,-0.378088489,0.188584832,0.567065547,-0.681434599,0.87171521,1.717454663,-0.09644485,0.809393939,-1.144778044,1.650185048,0.631570928,-0.670839038,1.218546791
3, Disneys Contemporary Resort,2,-0.008318265,-0.564769749,0.142329726,-0.378088489,-0.811415168,-0.432934453,-0.681434599,0.87171521,-2.282545337,-1.09644485,-2.190606061,-1.144778044,-1.349814952,1.631570928,-0.670839038,1.218546791
1, Disneys Caribbean Beach Resort,15,0.991681735,2.435230251,1.142329726,-0.378088489,-1.811415168,2.567065547,-0.681434599,0.87171521,1.717454663,-1.09644485,-2.190606061,-1.144778044,-2.349814952,-2.368429072,-0.670839038,1.218546791
4, Disneys Caribbean Beach Resort,30,0.991681735,-0.564769749,-0.857670274,-0.378088489,-0.811415168,-0.432934453,-0.681434599,-0.12828479,0.717454663,-1.09644485,-1.190606061,-1.144778044,-1.349814952,-1.368429072,-0.670839038,-0.781453209
7, Disneys Caribbean Beach Resort,8,0.991681735,1.435230251,1.142329726,0.621911511,0.188584832,-0.432934453,-0.681434599,0.87171521,1.717454663,-1.09644485,-0.190606061,-1.144778044,0.650185048,-1.368429072,-0.670839038,-0.781453209
1, Disneys Caribbean Beach Resort,25,-0.008318265,-0.564769749,0.142329726,-0.378088489,0.188584832,-0.432934453,-0.681434599,0.87171521,-2.282545337,-1.09644485,-0.190606061,-1.144778044,-2.349814952,-0.368429072,-0.670839038,0.218546791
1, Disneys Caribbean Beach Resort,10,-1.008318265,0.435230251,0.142329726,0.621911511,-1.811415168,-0.432934453,-0.681434599,0.87171521,1.717454663,-1.09644485,-1.190606061,-1.144778044,-0.349814952,-0.368429072,-0.670839038,0.218546791
6, Disneys Caribbean Beach Resort,8,0.991681735,-0.564769749,1.142329726,-0.378088489,-1.811415168,-1.432934453,-0.681434599,0.87171521,-2.282545337,-1.09644485,0.809393939,-1.144778044,1.650185048,1.631570928,-0.670839038,1.218546791
4, Disneys Caribbean Beach Resort,12,0.991681735,-0.564769749,-1.857670274,-0.378088489,1.188584832,1.567065547,-0.681434599,0.87171521,-2.282545337,0.90355515,0.809393939,0.855221956,-1.349814952,-2.368429072,-0.670839038,1.218546791
10, Disneys BoardWalk Villas,22,-1.008318265,0.435230251,1.142329726,-0.378088489,1.188584832,1.567065547,1.318565401,-0.12828479,-2.282545337,-1.09644485,-0.190606061,-1.144778044,-2.349814952,-1.368429072,-0.670839038,0.218546791
7, Disneys BoardWalk Villas,9,0.991681735,-0.564769749,1.142329726,2.621911511,0.188584832,0.567065547,0.318565401,-0.12828479,-1.282545337,-0.09644485,0.809393939,-0.144778044,0.650185048,-0.368429072,0.329160962,0.218546791
4, Disneys BoardWalk Villas,35,-0.008318265,3.435230251,1.142329726,-0.378088489,2.188584832,0.567065547,-0.681434599,0.87171521,-2.282545337,-0.09644485,-0.190606061,-1.144778044,1.650185048,1.631570928,-0.670839038,1.218546791
9, Disneys BoardWalk Villas,7,0.991681735,1.435230251,1.142329726,-0.378088489,-1.811415168,2.567065547,1.318565401,0.87171521,1.717454663,-0.09644485,-0.190606061,-1.144778044,1.650185048,0.631570928,-0.670839038,1.218546791
1, Disneys BoardWalk Villas,18,-0.008318265,2.435230251,1.142329726,-0.378088489,1.188584832,2.567065547,3.318565401,-1.12828479,-1.282545337,0.90355515,1.809393939,2.855221956,0.650185048,-0.368429072,0.329160962,1.218546791
12, Disneys BoardWalk Villas,99,-3.008318265,-0.564769749,1.142329726,-0.378088489,-1.811415168,0.567065547,1.318565401,0.87171521,1.717454663,2.90355515,1.809393939,2.855221956,1.650185048,-0.368429072,1.329160962,1.218546791
1, Disneys BoardWalk Villas,4,-0.008318265,-0.564769749,-0.857670274,-0.378088489,-1.811415168,-1.432934453,-0.681434599,-0.12828479,-2.282545337,2.90355515,0.809393939,0.855221956,-0.349814952,-0.368429072,-0.670839038,-0.781453209
4, Disneys BoardWalk Inn,6,-1.008318265,-0.564769749,1.142329726,-0.378088489,-1.811415168,0.567065547,-0.681434599,0.87171521,0.717454663,-1.09644485,-1.190606061,-1.144778044,-2.349814952,0.631570928,-0.670839038,1.218546791
30, Disneys BoardWalk Inn,18,0.991681735,-0.564769749,0.142329726,-0.378088489,0.188584832,0.567065547,-0.681434599,0.87171521,1.717454663,-1.09644485,-0.190606061,0.855221956,-0.349814952,0.631570928,-0.670839038,-0.781453209
7, Disneys BoardWalk Inn,6,-1.008318265,-0.564769749,0.142329726,-0.378088489,-1.811415168,-1.432934453,-0.681434599,-0.12828479,-0.282545337,-1.09644485,1.809393939,-1.144778044,0.650185048,0.631570928,-0.670839038,1.218546791
6, Disneys BoardWalk Inn,10,-0.008318265,-0.564769749,1.142329726,0.621911511,0.188584832,0.567065547,-0.681434599,0.87171521,-0.282545337,-1.09644485,0.809393939,1.855221956,1.650185048,0.631570928,0.329160962,1.218546791
7, Disneys BoardWalk Inn,5,-0.008318265,-0.564769749,1.142329726,1.621911511,-1.811415168,1.567065547,1.318565401,0.87171521,1.717454663,-1.09644485,-0.190606061,-1.144778044,0.650185048,1.631570928,0.329160962,1.218546791
4, Disneys BoardWalk Inn,12,-0.008318265,1.435230251,1.142329726,-0.378088489,0.188584832,1.567065547,1.318565401,0.87171521,1.717454663,-1.09644485,-1.190606061,-1.144778044,0.650185048,0.631570928,-0.670839038,1.218546791
4, Disneys BoardWalk Inn,30,-3.008318265,-0.564769749,1.142329726,-0.378088489,-1.811415168,0.567065547,1.318565401,-3.12828479,-2.282545337,-1.09644485,-0.190606061,-1.144778044,0.650185048,-0.368429072,-0.670839038,1.218546791
4, Disneys Beach Club Villas,17,-0.008318265,0.435230251,0.142329726,-0.378088489,0.188584832,0.567065547,-0.681434599,-1.12828479,-2.282545337,-0.09644485,-0.190606061,-1.144778044,1.650185048,0.631570928,1.329160962,1.218546791
4, Disneys Beach Club Villas,7,0.991681735,0.435230251,1.142329726,-0.378088489,-0.811415168,0.567065547,0.318565401,0.87171521,-2.282545337,-0.09644485,0.809393939,2.855221956,0.650185048,0.631570928,-0.670839038,1.218546791
7, Disneys Beach Club Villas,15,0.991681735,0.435230251,1.142329726,-0.378088489,0.188584832,0.567065547,-0.681434599,-3.12828479,-2.282545337,1.90355515,0.809393939,1.855221956,1.650185048,1.631570928,0.329160962,1.218546791
1, Disneys Beach Club Villas,5,-3.008318265,1.435230251,1.142329726,-0.378088489,-1.811415168,1.567065547,-0.681434599,0.87171521,1.717454663,0.90355515,-0.190606061,0.855221956,1.650185048,1.631570928,0.329160962,1.218546791
6, Disneys Beach Club Villas,30,0.991681735,1.435230251,1.142329726,-0.378088489,-0.811415168,-0.432934453,-0.681434599,-2.12828479,-2.282545337,0.90355515,0.809393939,2.855221956,1.650185048,0.631570928,-0.670839038,1.218546791
1, Disneys Beach Club Villas,15,-1.008318265,1.435230251,1.142329726,-0.378088489,-0.811415168,0.567065547,1.318565401,0.87171521,-0.282545337,0.90355515,1.809393939,2.855221956,-1.349814952,-2.368429072,-0.670839038,1.218546791
6, Disneys Beach Club Villas,15,-2.008318265,-0.564769749,1.142329726,-0.378088489,0.188584832,0.567065547,0.318565401,-0.12828479,-2.282545337,0.90355515,-0.190606061,-1.144778044,-0.349814952,-0.368429072,-0.670839038,0.218546791
5, Disneys Beach Club Resort,8,-1.008318265,-0.564769749,1.142329726,-0.378088489,-0.811415168,-0.432934453,0.318565401,-3.12828479,-0.282545337,-1.09644485,0.809393939,-1.144778044,-0.349814952,1.631570928,-0.670839038,1.218546791
7, Disneys Beach Club Resort,18,-0.008318265,3.435230251,1.142329726,1.621911511,0.188584832,1.567065547,1.318565401,0.87171521,-2.282545337,-1.09644485,-0.190606061,-1.144778044,1.650185048,0.631570928,-0.670839038,0.218546791
4, Disneys Beach Club Resort,18,-1.008318265,-0.564769749,1.142329726,0.621911511,-1.811415168,0.567065547,-0.681434599,-3.12828479,-2.282545337,-1.09644485,0.809393939,1.855221956,-0.349814952,0.631570928,-0.670839038,1.218546791
9, Disneys Beach Club Resort,15,-0.008318265,0.435230251,1.142329726,0.621911511,0.188584832,-1.432934453,-0.681434599,0.87171521,-2.282545337,-1.09644485,-0.190606061,-1.144778044,-0.349814952,-0.368429072,-0.670839038,1.218546791
7, Disneys Beach Club Resort,2,0.991681735,1.435230251,1.142329726,-0.378088489,-1.811415168,2.567065547,2.318565401,0.87171521,-2.282545337,-1.09644485,1.809393939,-0.144778044,1.650185048,1.631570928,-0.670839038,1.218546791
6, Disneys Beach Club Resort,14,0.991681735,-0.564769749,1.142329726,-0.378088489,-0.811415168,1.567065547,2.318565401,0.87171521,-2.282545337,-1.09644485,-0.190606061,-1.144778044,1.650185048,-0.368429072,0.329160962,1.218546791
8, Disneys Beach Club Resort,12,-1.008318265,2.435230251,1.142329726,-0.378088489,-1.811415168,1.567065547,1.318565401,0.87171521,1.717454663,-1.09644485,-0.190606061,-1.144778044,1.650185048,0.631570928,2.329160962,1.218546791
6, Disneys Art of Animation Resort,6,0.991681735,-0.564769749,-0.857670274,-0.378088489,1.188584832,-0.432934453,-0.681434599,0.87171521,1.717454663,1.90355515,-0.190606061,2.855221956,0.650185048,1.631570928,2.329160962,-0.781453209
7, Disneys Art of Animation Resort,8,0.991681735,-0.564769749,1.142329726,-0.378088489,0.188584832,-1.432934453,-0.681434599,-3.12828479,-2.282545337,-1.09644485,1.809393939,1.855221956,1.650185048,1.631570928,3.329160962,1.218546791
7, Disneys Art of Animation Resort,3,0.991681735,-0.564769749,-0.857670274,-0.378088489,-1.811415168,-1.432934453,-0.681434599,-1.12828479,-2.282545337,-0.09644485,1.809393939,2.855221956,0.650185048,0.631570928,-0.670839038,0.218546791
6, Disneys Art of Animation Resort,3,0.991681735,-0.564769749,1.142329726,2.621911511,2.188584832,1.567065547,0.318565401,0.87171521,1.717454663,0.90355515,1.809393939,2.855221956,1.650185048,-0.368429072,2.329160962,1.218546791
4, Disneys Art of Animation Resort,15,-1.008318265,3.435230251,-0.857670274,-0.378088489,2.188584832,0.567065547,-0.681434599,0.87171521,-2.282545337,-0.09644485,0.809393939,1.855221956,0.650185048,1.631570928,-0.670839038,-0.781453209
7, Disneys Art of Animation Resort,2,-0.008318265,-0.564769749,1.142329726,-0.378088489,2.188584832,-1.432934453,-0.681434599,0.87171521,0.717454663,2.90355515,1.809393939,2.855221956,1.650185048,0.631570928,0.329160962,-0.781453209
5, Disneys Art of Animation Resort,3,-0.008318265,-0.564769749,-1.857670274,0.621911511,0.188584832,-1.432934453,-0.681434599,-3.12828479,-2.282545337,0.90355515,0.809393939,1.855221956,1.650185048,1.631570928,1.329160962,-0.781453209
8, Disneys Animal Kingdom Lodge - Kidani Village,20,-0.008318265,-0.564769749,0.142329726,-0.378088489,1.188584832,2.567065547,-0.681434599,0.87171521,-2.282545337,0.90355515,-0.190606061,-1.144778044,1.650185048,0.631570928,2.329160962,-0.781453209
8, Disneys Animal Kingdom Lodge - Kidani Village,30,-1.008318265,-0.564769749,-2.857670274,-0.378088489,-1.811415168,-1.432934453,-0.681434599,0.87171521,1.717454663,0.90355515,-0.190606061,-1.144778044,1.650185048,-0.368429072,-0.670839038,-0.781453209
4, Disneys Animal Kingdom Lodge - Kidani Village,11,0.991681735,0.435230251,1.142329726,3.621911511,-1.811415168,1.567065547,2.318565401,-0.12828479,0.717454663,1.90355515,1.809393939,2.855221956,1.650185048,1.631570928,-0.670839038,1.218546791
9, Disneys Animal Kingdom Lodge - Kidani Village,10,-1.008318265,3.435230251,0.142329726,0.621911511,0.188584832,2.567065547,2.318565401,0.87171521,-0.282545337,1.90355515,-0.190606061,0.855221956,1.650185048,1.631570928,-0.670839038,1.218546791
14, Disneys Animal Kingdom Lodge - Kidani Village,4,-0.008318265,-0.564769749,-0.857670274,-0.378088489,-1.811415168,-1.432934453,-0.681434599,-3.12828479,-2.282545337,2.90355515,1.809393939,2.855221956,-0.349814952,1.631570928,1.329160962,1.218546791
9, Disneys Animal Kingdom Lodge - Kidani Village,3,-1.008318265,-0.564769749,-0.857670274,-0.378088489,2.188584832,2.567065547,0.318565401,0.87171521,1.717454663,-0.09644485,0.809393939,-1.144778044,1.650185048,-0.368429072,3.329160962,1.218546791
7, Disneys Animal Kingdom Lodge - Kidani Village,6,0.991681735,-0.564769749,-0.857670274,-0.378088489,0.188584832,-0.432934453,0.318565401,0.87171521,0.717454663,1.90355515,1.809393939,1.855221956,0.650185048,0.631570928,0.329160962,-0.781453209
6, Disneys Animal Kingdom Lodge - Jambo House,5,-3.008318265,-0.564769749,-2.857670274,-0.378088489,-1.811415168,-1.432934453,-0.681434599,-3.12828479,-2.282545337,-1.09644485,-0.190606061,-1.144778044,-2.349814952,1.631570928,-0.670839038,1.218546791
6, Disneys Animal Kingdom Lodge - Jambo House,25,0.991681735,1.435230251,0.142329726,-0.378088489,2.188584832,2.567065547,1.318565401,0.87171521,1.717454663,0.90355515,0.809393939,-1.144778044,-0.349814952,-0.368429072,-0.670839038,0.218546791
4, Disneys Animal Kingdom Lodge - Jambo House,10,-0.008318265,-0.564769749,-0.857670274,0.621911511,1.188584832,0.567065547,-0.681434599,0.87171521,1.717454663,-1.09644485,-0.190606061,-1.144778044,-2.349814952,0.631570928,-0.670839038,1.218546791
1, Disneys Animal Kingdom Lodge - Jambo House,5,0.991681735,-0.564769749,-0.857670274,-0.378088489,2.188584832,-1.432934453,-0.681434599,0.87171521,1.717454663,-1.09644485,-0.190606061,-1.144778044,0.650185048,0.631570928,-0.670839038,-2.781453209
4, Disneys Animal Kingdom Lodge - Jambo House,20,-1.008318265,2.435230251,0.142329726,0.621911511,0.188584832,1.567065547,0.318565401,0.87171521,1.717454663,0.90355515,0.809393939,0.855221956,1.650185048,0.631570928,-0.670839038,1.218546791
7, Disneys Animal Kingdom Lodge - Jambo House,2,0.991681735,0.435230251,-0.857670274,-0.378088489,2.188584832,1.567065547,-0.681434599,0.87171521,1.717454663,0.90355515,-0.190606061,-1.144778044,0.650185048,0.631570928,1.329160962,-0.781453209
3, Disneys Animal Kingdom Lodge - Jambo House,2,-0.008318265,-0.564769749,1.142329726,-0.378088489,-1.811415168,-1.432934453,-0.681434599,0.87171521,-0.282545337,-1.09644485,-0.190606061,-1.144778044,0.650185048,0.631570928,0.329160962,0.218546791
6, Disneys All-Star Sports Resort,2,0.991681735,-0.564769749,-0.857670274,-0.378088489,-1.811415168,-1.432934453,-0.681434599,-1.12828479,1.717454663,-1.09644485,-2.190606061,-1.144778044,-2.349814952,-2.368429072,-0.670839038,-2.781453209
5, Disneys All-Star Sports Resort,10,0.991681735,-0.564769749,0.142329726,1.621911511,2.188584832,0.567065547,-0.681434599,0.87171521,-2.282545337,-1.09644485,-2.190606061,-1.144778044,0.650185048,-0.368429072,0.329160962,-1.781453209
8, Disneys All-Star Sports Resort,10,0.991681735,-0.564769749,-0.857670274,-0.378088489,1.188584832,1.567065547,-0.681434599,0.87171521,1.717454663,-1.09644485,0.809393939,-1.144778044,-1.349814952,-2.368429072,1.329160962,-2.781453209
5, Disneys All-Star Sports Resort,10,0.991681735,0.435230251,1.142329726,-0.378088489,0.188584832,-1.432934453,-0.681434599,0.87171521,1.717454663,-1.09644485,-2.190606061,-1.144778044,1.650185048,-2.368429072,-0.670839038,-2.781453209
10, Disneys All-Star Sports Resort,2,0.991681735,-0.564769749,-0.857670274,-0.378088489,0.188584832,-0.432934453,0.318565401,0.87171521,-0.282545337,-1.09644485,-1.190606061,-1.144778044,-2.349814952,-2.368429072,-0.670839038,1.218546791
3, Disneys All-Star Sports Resort,10,0.991681735,-0.564769749,1.142329726,-0.378088489,1.188584832,-1.432934453,-0.681434599,-1.12828479,-2.282545337,-1.09644485,-2.190606061,-1.144778044,-0.349814952,-1.368429072,-0.670839038,1.218546791
9, Disneys All-Star Sports Resort,25,-0.008318265,-0.564769749,-0.857670274,-0.378088489,1.188584832,-1.432934453,-0.681434599,0.87171521,-2.282545337,-1.09644485,-2.190606061,-1.144778044,-2.349814952,-0.368429072,1.329160962,-0.781453209
6, Bay Lake Tower at Disneys Contemporary Resort,10,0.991681735,-0.564769749,0.142329726,-0.378088489,1.188584832,-0.432934453,-0.681434599,0.87171521,-2.282545337,0.90355515,-0.190606061,2.855221956,1.650185048,-0.368429072,-0.670839038,1.218546791
7, Bay Lake Tower at Disneys Contemporary Resort,25,-1.008318265,-0.564769749,1.142329726,-0.378088489,0.188584832,1.567065547,0.318565401,0.87171521,1.717454663,2.90355515,1.809393939,2.855221956,0.650185048,0.631570928,2.329160962,1.218546791
7, Bay Lake Tower at Disneys Contemporary Resort,4,-2.008318265,-0.564769749,1.142329726,-0.378088489,-1.811415168,-0.432934453,0.318565401,0.87171521,1.717454663,2.90355515,1.809393939,2.855221956,1.650185048,-1.368429072,0.329160962,1.218546791
7, Bay Lake Tower at Disneys Contemporary Resort,2,0.991681735,-0.564769749,1.142329726,-0.378088489,2.188584832,2.567065547,2.318565401,0.87171521,1.717454663,1.90355515,0.809393939,2.855221956,0.650185048,0.631570928,0.329160962,1.218546791
4, Bay Lake Tower at Disneys Contemporary Resort,4,-1.008318265,2.435230251,1.142329726,1.621911511,-1.811415168,1.567065547,2.318565401,-0.12828479,-2.282545337,2.90355515,0.809393939,1.855221956,1.650185048,0.631570928,-0.670839038,1.218546791
5, Bay Lake Tower at Disneys Contemporary Resort,5,0.991681735,-0.564769749,1.142329726,-0.378088489,-1.811415168,-1.432934453,-0.681434599,0.87171521,-2.282545337,-1.09644485,-2.190606061,-1.144778044,-2.349814952,-2.368429072,-0.670839038,-2.781453209
6, Bay Lake Tower at Disneys Contemporary Resort,8,-3.008318265,-0.564769749,1.142329726,-0.378088489,-0.811415168,0.567065547,-0.681434599,0.87171521,1.717454663,1.90355515,-2.190606061,-1.144778044,-2.349814952,-2.368429072,-0.670839038,1.218546791
1, Boulder Ridge Villas at Disneys Wilderness Lodge,17,-1.008318265,1.435230251,1.142329726,1.621911511,0.188584832,2.567065547,3.318565401,0.87171521,1.717454663,-1.09644485,-1.190606061,0.855221956,1.650185048,1.631570928,-0.670839038,1.218546791
1, Boulder Ridge Villas at Disneys Wilderness Lodge,20,0.991681735,-0.564769749,0.142329726,-0.378088489,-1.811415168,0.567065547,1.318565401,0.87171521,1.717454663,2.90355515,0.809393939,1.855221956,0.650185048,1.631570928,-0.670839038,1.218546791
9, Boulder Ridge Villas at Disneys Wilderness Lodge,5,-1.008318265,-0.564769749,0.142329726,-0.378088489,1.188584832,0.567065547,-0.681434599,0.87171521,-2.282545337,2.90355515,1.809393939,-1.144778044,1.650185048,0.631570928,2.329160962,1.218546791
5, Boulder Ridge Villas at Disneys Wilderness Lodge,10,-0.008318265,-0.564769749,1.142329726,-0.378088489,-0.811415168,0.567065547,0.318565401,-1.12828479,-0.282545337,1.90355515,-0.190606061,-0.144778044,0.650185048,1.631570928,-0.670839038,1.218546791
7, Boulder Ridge Villas at Disneys Wilderness Lodge,5,-0.008318265,-0.564769749,0.142329726,-0.378088489,-1.811415168,0.567065547,0.318565401,0.87171521,-1.282545337,1.90355515,1.809393939,2.855221956,1.650185048,1.631570928,0.329160962,0.218546791
1, Boulder Ridge Villas at Disneys Wilderness Lodge,8,-1.008318265,-0.564769749,1.142329726,-0.378088489,-0.811415168,-0.432934453,0.318565401,0.87171521,1.717454663,-0.09644485,0.809393939,-1.144778044,1.650185048,1.631570928,1.329160962,1.218546791
5, Boulder Ridge Villas at Disneys Wilderness Lodge,5,-0.008318265,-0.564769749,0.142329726,-0.378088489,1.188584832,0.567065547,1.318565401,0.87171521,1.717454663,2.90355515,0.809393939,1.855221956,1.650185048,0.631570928,1.329160962,0.218546791
1, Copper Creek Villas & Cabins at Disneys Wilderness Lodge,100,-1.008318265,1.435230251,1.142329726,-0.378088489,-0.811415168,-0.432934453,-0.681434599,0.87171521,1.717454663,0.90355515,0.809393939,0.855221956,1.650185048,1.631570928,0.329160962,1.218546791
7, Copper Creek Villas & Cabins at Disneys Wilderness Lodge,18,-0.008318265,1.435230251,1.142329726,-0.378088489,1.188584832,0.567065547,1.318565401,0.87171521,0.717454663,-1.09644485,0.809393939,1.855221956,1.650185048,0.631570928,0.329160962,1.218546791
5, Copper Creek Villas & Cabins at Disneys Wilderness Lodge,30,-1.008318265,1.435230251,0.142329726,-0.378088489,0.188584832,0.567065547,-0.681434599,0.87171521,1.717454663,1.90355515,1.809393939,2.855221956,0.650185048,1.631570928,-0.670839038,1.218546791
5, Copper Creek Villas & Cabins at Disneys Wilderness Lodge,15,-0.008318265,0.435230251,1.142329726,-0.378088489,0.188584832,-1.432934453,-0.681434599,0.87171521,1.717454663,-1.09644485,-0.190606061,-1.144778044,1.650185048,1.631570928,-0.670839038,1.218546791
6, Copper Creek Villas & Cabins at Disneys Wilderness Lodge,5,-1.008318265,-0.564769749,1.142329726,0.621911511,1.188584832,1.567065547,2.318565401,0.87171521,-2.282545337,0.90355515,-0.190606061,-0.144778044,1.650185048,0.631570928,0.329160962,0.218546791
6, Copper Creek Villas & Cabins at Disneys Wilderness Lodge,15,-1.008318265,-0.564769749,0.142329726,-0.378088489,1.188584832,1.567065547,2.318565401,0.87171521,-2.282545337,1.90355515,-0.190606061,2.855221956,-2.349814952,1.631570928,-0.670839038,1.218546791
13, Copper Creek Villas & Cabins at Disneys Wilderness Lodge,20,-2.008318265,0.435230251,-0.857670274,1.621911511,0.188584832,1.567065547,0.318565401,-1.12828479,0.717454663,2.90355515,-0.190606061,-1.144778044,0.650185048,-0.368429072,1.329160962,0.218546791
7, Disneys All-Star Movies Resort,7,-1.008318265,-0.564769749,-0.857670274,-0.378088489,2.188584832,-1.432934453,-0.681434599,0.87171521,1.717454663,-1.09644485,-2.190606061,-1.144778044,-0.349814952,-0.368429072,-0.670839038,-0.781453209
4, Disneys All-Star Movies Resort,10,0.991681735,0.435230251,-1.857670274,-0.378088489,-0.811415168,-0.432934453,0.318565401,0.87171521,1.717454663,-1.09644485,-2.190606061,-1.144778044,-0.349814952,1.631570928,3.329160962,1.218546791
4, Disneys All-Star Movies Resort,1,0.991681735,-0.564769749,-2.857670274,-0.378088489,-1.811415168,-1.432934453,-0.681434599,-0.12828479,1.717454663,-1.09644485,-2.190606061,-1.144778044,0.650185048,-0.368429072,-0.670839038,-2.781453209
1, Disneys All-Star Movies Resort,50,0.991681735,-0.564769749,1.142329726,-0.378088489,0.188584832,-1.432934453,-0.681434599,-3.12828479,-2.282545337,-1.09644485,-0.190606061,-1.144778044,-0.349814952,-0.368429072,-0.670839038,1.218546791
6, Disneys All-Star Movies Resort,5,0.991681735,-0.564769749,-0.857670274,-0.378088489,-0.811415168,-1.432934453,-0.681434599,0.87171521,0.717454663,-1.09644485,-0.190606061,-1.144778044,-2.349814952,-2.368429072,-0.670839038,-0.781453209
8, Disneys All-Star Movies Resort,10,-0.008318265,-0.564769749,1.142329726,-0.378088489,1.188584832,-0.432934453,-0.681434599,0.87171521,-2.282545337,0.90355515,0.809393939,1.855221956,-0.349814952,-0.368429072,-0.670839038,0.218546791
